group_evaluated,total_points,mean_points,gt_lies,gt_half_truths,gt_truths,mean_points_check,bfi2_e,bfi2_a,bfi2_c,bfi2_n,bfi2_o,bfi2_e_sociability,bfi2_e_assertiveness,bfi2_e_energy_level,bfi2_a_compassion,bfi2_a_respectfulness,bfi2_a_trust,bfi2_c_organization,bfi2_c_productiveness,bfi2_c_responsibility,bfi2_n_anxiety,bfi2_n_depression,bfi2_n_emotional_volatility,bfi2_o_intellectual_curiosity,bfi2_o_aesthetic_sensitivity,bfi2_o_creative_imagination,bfi1_evaluated,bfi2_evaluated,rbfi3_evaluated,rbfi4_evaluated,rbfi5_evaluated,bfi6_evaluated,bfi7_evaluated,rbfi8_evaluated,rbfi9_evaluated,bfi10_evaluated,rbfi11_evaluated,rbfi12_evaluated,bfi13_evaluated,bfi14_evaluated,bfi15_evaluated,rbfi16_evaluated,rbfi17_evaluated,bfi18_evaluated,bfi19_evaluated,bfi20_evaluated,bfi21_evaluated,rbfi22_evaluated,rbfi23_evaluated,rbfi24_evaluated,rbfi25_evaluated,rbfi26_evaluated,bfi27_evaluated,rbfi28_evaluated,rbfi29_evaluated,rbfi30_evaluated,rbfi31_evaluated,bfi32_evaluated,bfi33_evaluated,bfi34_evaluated,bfi35_evaluated,rbfi36_evaluated,rbfi37_evaluated,bfi38_evaluated,bfi39_evaluated,bfi40_evaluated,bfi41_evaluated,rbfi42_evaluated,bfi43_evaluated,rbfi44_evaluated,rbfi45_evaluated,bfi46_evaluated,rbfi47_evaluated,rbfi48_evaluated,rbfi49_evaluated,rbfi50_evaluated,rbfi51_evaluated,bfi52_evaluated,bfi53_evaluated,bfi54_evaluated,rbfi55_evaluated,bfi56_evaluated,bfi57_evaluated,rbfi58_evaluated,bfi59_evaluated,bfi60_evaluated,bfi1_gt,bfi2_gt,rbfi3_gt,rbfi4_gt,rbfi5_gt,bfi6_gt,bfi7_gt,rbfi8_gt,rbfi9_gt,bfi10_gt,rbfi11_gt,rbfi12_gt,bfi13_gt,bfi14_gt,bfi15_gt,rbfi16_gt,rbfi17_gt,bfi18_gt,bfi19_gt,bfi20_gt,bfi21_gt,rbfi22_gt,rbfi23_gt,rbfi24_gt,rbfi25_gt,rbfi26_gt,bfi27_gt,rbfi28_gt,rbfi29_gt,rbfi30_gt,rbfi31_gt,bfi32_gt,bfi33_gt,bfi34_gt,bfi35_gt,rbfi36_gt,rbfi37_gt,bfi38_gt,bfi39_gt,bfi40_gt,bfi41_gt,rbfi42_gt,bfi43_gt,rbfi44_gt,rbfi45_gt,bfi46_gt,rbfi47_gt,rbfi48_gt,rbfi49_gt,rbfi50_gt,rbfi51_gt,bfi52_gt,bfi53_gt,bfi54_gt,rbfi55_gt,bfi56_gt,bfi57_gt,rbfi58_gt,bfi59_gt,bfi60_gt,Submitted,encoded,bfi1_extracted,bfi2_extracted,rbfi3_extracted,rbfi4_extracted,rbfi5_extracted,bfi6_extracted,bfi7_extracted,rbfi8_extracted,rbfi9_extracted,bfi10_extracted,rbfi11_extracted,rbfi12_extracted,bfi13_extracted,bfi14_extracted,bfi15_extracted,rbfi16_extracted,rbfi17_extracted,bfi18_extracted,bfi19_extracted,bfi20_extracted,bfi21_extracted,rbfi22_extracted,rbfi23_extracted,rbfi24_extracted,rbfi25_extracted,rbfi26_extracted,bfi27_extracted,rbfi28_extracted,rbfi29_extracted,rbfi30_extracted,rbfi31_extracted,bfi32_extracted,bfi33_extracted,bfi34_extracted,bfi35_extracted,rbfi36_extracted,rbfi37_extracted,bfi38_extracted,bfi39_extracted,bfi40_extracted,bfi41_extracted,rbfi42_extracted,bfi43_extracted,rbfi44_extracted,rbfi45_extracted,bfi46_extracted,rbfi47_extracted,rbfi48_extracted,rbfi49_extracted,rbfi50_extracted,rbfi51_extracted,bfi52_extracted,bfi53_extracted,bfi54_extracted,rbfi55_extracted,bfi56_extracted,bfi57_extracted,rbfi58_extracted,bfi59_extracted,bfi60_extracted,order,group_extracted
H,236,3.933333333333333,0,12,48,3.9333333333333327,3.6666666666666665,4.833333333333333,4.833333333333333,2.1666666666666665,4.166666666666667,3.25,3.0,4.75,4.75,5.0,4.75,4.75,5.0,4.75,2.5,1.75,2.25,4.25,3.75,4.5,4,4,5,2,4,2,5,5,3,4,5,4,5,2,4,3,5,4,3,3,3,5,5,1,4,4,5,4,2,5,2,5,5,3,4,4,5,5,2,4,5,5,5,3,5,4,5,5,2,4,3,5,5,1,5,5,5,5,2,4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-06 14:32:30.540007700,445242553454524354333551445425255344552455535455243551555524,4,4,5,2,4,2,5,5,3,4,5,4,5,2,4,3,5,4,3,3,3,5,5,1,4,4,5,4,2,5,2,5,5,3,4,4,5,5,2,4,5,5,5,3,5,4,5,5,2,4,3,5,5,1,5,5,5,5,2,4,24,H
H,219,3.65,0,6,54,3.65,3.6666666666666665,3.5,3.4166666666666665,3.1666666666666665,4.5,3.5,3.5,4.0,3.75,3.25,3.5,3.25,3.75,3.25,3.5,3.0,3.0,5.0,4.5,4.0,4,4,3,3,4,4,4,4,2,5,4,3,4,3,4,4,4,3,4,5,4,3,3,3,5,4,5,3,3,4,2,4,3,3,5,3,2,4,4,5,4,3,3,3,4,4,3,4,4,4,3,4,4,3,5,4,3,3,3,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2024-02-06 15:13:18.903286700,443344442543434443454333545334243353244543334434443443543334,4,4,3,3,4,4,4,4,2,5,4,3,4,3,4,4,4,3,4,5,4,3,3,3,5,4,5,3,3,4,2,4,3,3,5,3,2,4,4,5,4,3,3,3,4,4,3,4,4,4,3,4,4,3,5,4,3,3,3,4,27,H
H,182,3.033333333333333,0,0,60,3.033333333333333,2.4166666666666665,3.25,2.5,3.9166666666666665,3.083333333333333,2.0,2.25,3.0,3.0,4.0,2.75,2.25,2.25,3.0,3.75,4.0,4.0,3.0,2.25,4.0,1,4,2,4,4,3,4,2,4,3,3,1,3,5,4,2,3,3,3,2,1,5,1,3,2,3,4,2,4,4,2,2,2,4,2,3,3,3,4,4,3,2,4,3,4,3,3,2,4,1,2,4,3,5,3,3,4,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-07 16:43:16.055165200,142443424331354233321513234244222423334432434332412435334344,1,4,2,4,4,3,4,2,4,3,3,1,3,5,4,2,3,3,3,2,1,5,1,3,2,3,4,2,4,4,2,2,2,4,2,3,3,3,4,4,3,2,4,3,4,3,3,2,4,1,2,4,3,5,3,3,4,3,4,4,29,H
H,250,4.166666666666667,0,2,58,4.166666666666666,4.833333333333333,4.416666666666667,3.9166666666666665,2.9166666666666665,4.75,5.0,5.0,4.5,4.75,4.75,3.75,4.25,3.0,4.5,3.25,2.25,3.25,5.0,4.75,4.5,5,5,4,4,4,5,5,3,2,5,5,4,5,3,4,5,5,4,2,5,5,4,1,2,5,4,3,4,3,4,5,4,4,3,5,5,5,4,2,5,4,4,5,3,5,5,5,5,4,5,5,5,4,3,5,5,4,4,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-07 17:16:44.471760000,554445532554534554255412543434544355542544535555455543554445,5,5,4,4,4,5,5,3,2,5,5,4,5,3,4,5,5,4,2,5,5,4,1,2,5,4,3,4,3,4,5,4,4,3,5,5,5,4,2,5,4,4,5,3,5,5,5,5,4,5,5,5,4,3,5,5,4,4,4,5,30,H
H,229,3.816666666666667,1,3,56,3.8166666666666655,4.083333333333333,4.25,4.0,2.333333333333333,4.416666666666667,3.5,4.5,4.25,4.0,4.75,4.0,3.5,4.0,4.5,2.5,1.75,2.75,4.0,4.5,4.75,4,5,4,3,5,4,5,4,3,5,4,4,5,2,4,3,1,3,2,5,4,5,4,2,4,5,3,4,3,5,3,5,3,3,4,5,5,5,1,3,4,4,5,4,5,4,5,4,2,4,5,4,3,1,4,4,5,4,2,5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01 13:57:52.641823500,454354543544524313254542453435353345551344545454245431445425,4,5,4,3,5,4,5,4,3,5,4,4,5,2,4,3,1,3,2,5,4,5,4,2,4,5,3,4,3,5,3,5,3,3,4,5,5,5,1,3,4,4,5,4,5,4,5,4,2,4,5,4,3,1,4,4,5,4,2,5,31,H
H,214,3.566666666666667,0,13,47,3.5666666666666664,3.75,4.083333333333333,4.25,1.9166666666666667,3.8333333333333335,4.0,3.75,3.5,4.5,4.75,3.0,4.25,4.5,4.0,1.75,2.0,2.0,3.5,3.75,4.25,4,4,4,1,2,4,5,5,2,4,2,2,4,2,5,4,5,5,2,5,3,4,3,2,3,4,2,4,2,4,4,5,4,2,4,4,5,5,2,3,4,4,4,2,4,4,4,4,2,4,4,5,5,2,4,4,4,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,2024-03-01 14:07:57.150737500,444124552422425455253432342424454244552344424444244552444424,4,4,4,1,2,4,5,5,2,4,2,2,4,2,5,4,5,5,2,5,3,4,3,2,3,4,2,4,2,4,4,5,4,2,4,4,5,5,2,3,4,4,4,2,4,4,4,4,2,4,4,5,5,2,4,4,4,4,2,4,32,H
H,220,3.6666666666666665,0,0,60,3.666666666666667,3.333333333333333,4.25,3.8333333333333335,2.9166666666666665,4.0,3.0,3.0,4.0,4.0,4.5,4.25,3.75,3.75,4.0,3.25,3.5,2.0,4.5,3.25,4.25,3,4,3,3,2,3,5,4,4,5,4,4,4,1,5,3,4,4,3,3,3,5,3,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3,4,4,3,5,4,5,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01 15:20:37.476477100,343323544544415344333533444434344343444444424344443443545424,3,4,3,3,2,3,5,4,4,5,4,4,4,1,5,3,4,4,3,3,3,5,3,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3,4,4,3,5,4,5,4,2,4,35,H
H,202,3.3666666666666667,0,0,60,3.3666666666666663,3.6666666666666665,3.9166666666666665,3.8333333333333335,1.3333333333333333,4.083333333333333,4.0,3.25,3.75,3.5,4.75,3.5,3.25,4.0,4.25,1.25,1.5,1.25,3.5,4.5,4.25,4,4,4,1,4,4,5,4,2,4,2,2,5,1,4,3,3,2,2,4,4,4,4,1,4,5,4,3,1,4,5,4,2,1,5,3,5,4,2,3,4,4,5,2,5,4,3,5,1,5,2,5,4,1,3,4,4,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01 15:20:38.055542200,444144542422514332244441454314542153542344525435152541344414,4,4,4,1,4,4,5,4,2,4,2,2,5,1,4,3,3,2,2,4,4,4,4,1,4,5,4,3,1,4,5,4,2,1,5,3,5,4,2,3,4,4,5,2,5,4,3,5,1,5,2,5,4,1,3,4,4,4,1,4,33,H
H,223,3.716666666666667,0,4,56,3.7166666666666672,2.333333333333333,4.5,3.8333333333333335,3.75,4.166666666666667,1.75,1.75,3.5,5.0,4.75,3.75,4.0,3.75,3.75,3.75,3.75,3.75,4.0,4.75,3.75,1,5,4,4,4,1,5,4,3,4,4,4,4,4,3,2,5,4,4,5,1,5,3,4,4,4,4,3,4,5,2,5,3,4,5,3,4,4,4,4,3,3,4,3,4,2,5,5,3,5,2,5,4,4,4,3,4,4,4,3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2024-03-06 08:43:11.957433400,154441543444443254451534444345253453444433434255352544434443,1,5,4,4,4,1,5,4,3,4,4,4,4,4,3,2,5,4,4,5,1,5,3,4,4,4,4,3,4,5,2,5,3,4,5,3,4,4,4,4,3,3,4,3,4,2,5,5,3,5,2,5,4,4,4,3,4,4,4,3,39,H
H,218,3.633333333333333,0,0,60,3.633333333333333,3.75,3.9166666666666665,4.666666666666667,2.6666666666666665,3.1666666666666665,3.0,4.0,4.25,4.75,4.25,2.75,5.0,4.5,4.5,3.25,1.75,3.0,3.5,2.25,3.75,4,5,5,3,2,4,5,4,2,4,5,3,5,4,4,2,5,5,4,2,4,4,4,2,4,4,2,4,3,3,2,4,5,4,3,4,4,5,1,4,4,2,5,3,4,4,5,5,2,2,4,4,5,2,2,4,4,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 08:46:54.955184200,455324542453544255424442442433245434451442534455224452244424,4,5,5,3,2,4,5,4,2,4,5,3,5,4,4,2,5,5,4,2,4,4,4,2,4,4,2,4,3,3,2,4,5,4,3,4,4,5,1,4,4,2,5,3,4,4,5,5,2,2,4,4,5,2,2,4,4,4,2,4,45,H
H,250,4.166666666666667,0,2,58,4.166666666666667,3.8333333333333335,4.666666666666667,5.0,2.333333333333333,5.0,3.25,4.0,4.25,5.0,5.0,4.0,5.0,5.0,5.0,3.5,2.25,1.25,5.0,5.0,5.0,3,5,5,2,5,4,5,5,2,5,5,3,5,1,5,3,5,5,3,5,3,5,5,1,5,3,5,5,1,5,2,5,5,5,5,5,5,5,5,5,4,4,5,2,5,5,5,5,4,5,4,5,5,1,5,5,4,5,1,5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 08:50:34.305901800,355254552553515355353551535515255555555544525555454551554515,3,5,5,2,5,4,5,5,2,5,5,3,5,1,5,3,5,5,3,5,3,5,5,1,5,3,5,5,1,5,2,5,5,5,5,5,5,5,5,5,4,4,5,2,5,5,5,5,4,5,4,5,5,1,5,5,4,5,1,5,42,H
H,192,3.2,0,5,55,3.2,2.5,3.333333333333333,3.583333333333333,3.5,3.083333333333333,2.75,2.5,2.25,3.5,3.25,3.25,3.5,3.75,3.5,3.75,3.75,3.0,3.0,2.75,3.5,4,4,4,4,2,4,4,3,4,4,2,2,4,4,3,2,2,4,3,3,2,3,4,3,2,2,4,4,3,4,2,4,3,4,4,2,2,4,4,4,2,3,4,2,4,3,4,3,4,2,2,4,4,4,2,3,4,2,3,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 08:58:39.496891600,444424434422443224332343224434243442244423424343422444234233,4,4,4,4,2,4,4,3,4,4,2,2,4,4,3,2,2,4,3,3,2,3,4,3,2,2,4,4,3,4,2,4,3,4,4,2,2,4,4,4,2,3,4,2,4,3,4,3,4,2,2,4,4,4,2,3,4,2,3,3,47,H
H,200,3.333333333333333,0,8,52,3.333333333333333,2.9166666666666665,4.416666666666667,3.083333333333333,2.9166666666666665,3.333333333333333,2.5,2.75,3.5,4.25,4.75,4.25,3.0,3.0,3.25,4.0,2.5,2.25,3.5,3.5,3.0,3,4,3,4,3,2,5,3,3,4,3,4,4,2,3,1,5,3,4,4,3,5,2,2,3,4,5,3,2,3,2,4,3,4,3,3,5,3,2,4,3,4,3,2,3,4,4,3,4,4,3,4,4,3,3,4,4,3,3,3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 09:39:20.309550200,343432533434423153443522345323243433532434323443443443344333,3,4,3,4,3,2,5,3,3,4,3,4,4,2,3,1,5,3,4,4,3,5,2,2,3,4,5,3,2,3,2,4,3,4,3,3,5,3,2,4,3,4,3,2,3,4,4,3,4,4,3,4,4,3,3,4,4,3,3,3,48,H
H,187,3.1166666666666667,0,1,59,3.1166666666666667,2.333333333333333,4.25,3.583333333333333,3.25,2.1666666666666665,2.0,1.75,3.25,4.75,5.0,3.0,3.75,2.75,4.25,3.5,2.25,4.0,2.25,1.75,2.5,2,5,2,4,1,2,5,1,3,2,5,4,4,4,2,1,4,4,2,2,1,5,2,2,1,1,4,4,4,2,1,5,5,4,2,3,5,4,2,4,3,2,4,4,4,4,5,4,4,2,1,5,4,2,2,4,2,5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 10:48:45.124575800,252412513254442144221522114442155423542432444454421542242542,2,5,2,4,1,2,5,1,3,2,5,4,4,4,2,1,4,4,2,2,1,5,2,2,1,1,4,4,4,2,1,5,5,4,2,3,5,4,2,4,3,2,4,4,4,4,5,4,4,2,1,5,4,2,2,4,2,5,4,2,50,H
H,203,3.3833333333333333,0,2,58,3.383333333333333,3.5,4.083333333333333,4.0,2.1666666666666665,3.1666666666666665,4.0,3.0,3.5,4.0,4.5,3.75,3.75,4.0,4.25,2.5,2.0,2.0,3.25,2.75,3.5,4,4,4,2,3,2,5,4,2,4,3,4,4,2,3,4,4,3,2,3,3,5,4,2,2,4,4,4,2,4,4,4,4,2,3,4,4,4,2,3,3,3,4,2,4,4,4,4,4,2,3,4,4,2,4,4,4,5,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 11:14:06.719358900,444232542434423443233542244424444234442333424444423442444523,4,4,4,2,3,2,5,4,2,4,3,4,4,2,3,4,4,3,2,3,3,5,4,2,2,4,4,4,2,4,4,4,4,2,3,4,4,4,2,3,3,3,4,2,4,4,4,4,4,2,3,4,4,2,4,4,4,5,2,3,52,H
H,218,3.633333333333333,0,0,60,3.6333333333333337,3.5,3.583333333333333,3.5,3.5,4.083333333333333,3.5,4.5,2.5,4.25,3.75,2.75,4.75,2.5,3.25,3.0,3.25,4.25,4.0,4.25,4.0,5,4,5,2,5,5,5,2,3,4,4,3,4,5,4,3,4,4,4,4,4,4,1,1,5,1,3,2,5,5,3,4,5,4,4,4,2,4,5,4,1,2,4,3,4,3,5,5,2,4,5,4,3,4,3,4,3,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 11:18:35.041044700,545255523443454344444411513255345444245412434355245434343343,5,4,5,2,5,5,5,2,3,4,4,3,4,5,4,3,4,4,4,4,4,4,1,1,5,1,3,2,5,5,3,4,5,4,4,4,2,4,5,4,1,2,4,3,4,3,5,5,2,4,5,4,3,4,3,4,3,3,4,3,53,H
H,211,3.5166666666666666,0,0,60,3.5166666666666666,3.5,4.083333333333333,2.833333333333333,3.0,4.166666666666667,3.5,3.25,3.75,4.75,4.25,3.25,2.75,2.75,3.0,3.25,3.0,2.75,4.25,4.25,4.0,4,5,3,3,4,3,5,3,3,4,4,3,3,4,4,3,4,3,3,4,4,3,2,2,5,3,4,2,2,4,3,5,3,3,4,3,4,3,4,4,4,2,4,2,4,4,5,2,4,5,3,5,3,3,4,4,4,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 11:26:01.577843500,453343533443344343344322534224353343434442424452453533444334,4,5,3,3,4,3,5,3,3,4,4,3,3,4,4,3,4,3,3,4,4,3,2,2,5,3,4,2,2,4,3,5,3,3,4,3,4,3,4,4,4,2,4,2,4,4,5,2,4,5,3,5,3,3,4,4,4,3,3,4,57,H
H,236,3.933333333333333,0,1,59,3.9333333333333327,3.4166666666666665,4.25,4.416666666666667,2.9166666666666665,4.666666666666667,2.5,3.75,4.0,4.5,4.5,3.75,4.5,4.75,4.0,3.25,2.25,3.25,4.75,4.75,4.5,3,4,4,3,5,4,4,5,3,5,4,3,4,5,5,2,4,5,4,5,4,5,4,2,5,5,5,4,3,5,3,5,4,3,5,3,4,5,3,5,4,3,4,2,4,2,5,5,3,4,4,5,5,1,4,3,4,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-18 11:47:28.279180100,344354453543455245454542555435354353453543424255344551434434,3,4,4,3,5,4,4,5,3,5,4,3,4,5,5,2,4,5,4,5,4,5,4,2,5,5,5,4,3,5,3,5,4,3,5,3,4,5,3,5,4,3,4,2,4,2,5,5,3,4,4,5,5,1,4,3,4,4,3,4,58,H
